from,to,type,name,oneway,length,source_feature
2152,133,road,,unknown,1.3793361567195928,946
133,2152,road,,unknown,1.3793361567195928,946
2155,2157,road,,unknown,14.594632437799,947
2157,2155,road,,unknown,14.594632437799,947
2157,723,road,,unknown,1.3721920571893265,948
723,2157,road,,unknown,1.3721920571893265,948
509,2161,road,,unknown,3.4766918202470176,949
2161,509,road,,unknown,3.4766918202470176,949
2161,35,road,,unknown,1.3778266087677586,950
35,2161,road,,unknown,1.3778266087677586,950
511,2165,road,,unknown,3.576732565487239,951
2165,511,road,,unknown,3.576732565487239,951
2165,731,road,,unknown,1.3776111153178077,952
731,2165,road,,unknown,1.3776111153178077,952
2168,2170,road,,unknown,36.71552416352624,953
2170,2168,road,,unknown,36.71552416352624,953
2170,59,road,,unknown,1.3765737651454193,954
59,2170,road,,unknown,1.3765737651454193,954
513,2174,road,,unknown,28.347968040569388,955
2174,513,road,,unknown,28.347968040569388,955
515,2176,road,,unknown,64.60897111473754,956
2176,515,road,,unknown,64.60897111473754,956
2176,516,road,,unknown,1.3798854819960784,957
516,2176,road,,unknown,1.3798854819960784,957
517,2182,road,,unknown,137.75031868028805,958
2182,517,road,,unknown,137.75031868028805,958
2182,518,road,,unknown,1.3774602198306611,959
518,2182,road,,unknown,1.3774602198306611,959
519,2186,road,,unknown,4.240579704118204,960
2186,519,road,,unknown,4.240579704118204,960
2186,287,road,,unknown,1.377742861133446,961
287,2186,road,,unknown,1.377742861133446,961
521,2190,road,,unknown,7.109141228131733,962
2190,521,road,,unknown,7.109141228131733,962
2190,558,road,,unknown,1.3784717876294892,963
558,2190,road,,unknown,1.3784717876294892,963
523,2194,road,,unknown,7.052112319322586,964
2194,523,road,,unknown,7.052112319322586,964
2194,622,road,,unknown,1.3803145662305554,965
622,2194,road,,unknown,1.3803145662305554,965
525,2198,road,,unknown,7.58827543525478,966
2198,525,road,,unknown,7.58827543525478,966
2198,574,road,,unknown,1.3807292216927454,967
574,2198,road,,unknown,1.3807292216927454,967
527,2202,road,,unknown,7.817815970145696,968
2202,527,road,,unknown,7.817815970145696,968
2202,624,road,,unknown,1.3784052795597284,969
624,2202,road,,unknown,1.3784052795597284,969
529,2213,road,,unknown,76.81554625363063,970
2213,529,road,,unknown,76.81554625363063,970
2213,530,road,,unknown,1.3793549421558948,971
530,2213,road,,unknown,1.3793549421558948,971
531,2219,road,,unknown,19.365248232571595,972
2219,531,road,,unknown,19.365248232571595,972
2219,532,road,,unknown,1.371905766301612,973
532,2219,road,,unknown,1.371905766301612,973
533,2224,road,,unknown,3.3306134757605625,974
2224,533,road,,unknown,3.3306134757605625,974
2224,534,road,,unknown,1.3733283079068976,975
534,2224,road,,unknown,1.3733283079068976,975
535,2228,road,,unknown,6.130195198673727,976
2228,535,road,,unknown,6.130195198673727,976
2228,542,road,,unknown,1.379486627683952,977
542,2228,road,,unknown,1.379486627683952,977
537,2233,road,,unknown,47.293633231303716,978
2233,537,road,,unknown,47.293633231303716,978
539,2235,road,,unknown,5.732287240845253,979
2235,539,road,,unknown,5.732287240845253,979
2235,540,road,,unknown,1.379660790315365,980
540,2235,road,,unknown,1.379660790315365,980
541,2239,road,,unknown,21.202133691952447,981
2239,541,road,,unknown,21.202133691952447,981
2239,542,road,,unknown,1.378208231651343,982
542,2239,road,,unknown,1.378208231651343,982
543,2243,road,,unknown,21.056999659980967,983
2243,543,road,,unknown,21.056999659980967,983
2243,544,road,,unknown,1.3781627663884024,984
544,2243,road,,unknown,1.3781627663884024,984
545,2247,road,,unknown,4.263344014243804,985
2247,545,road,,unknown,4.263344014243804,985
2247,536,road,,unknown,1.3769996549886934,986
536,2247,road,,unknown,1.3769996549886934,986
547,2251,road,,unknown,3.4336802377389577,987
2251,547,road,,unknown,3.4336802377389577,987
2251,548,road,,unknown,1.3811200505816124,988
548,2251,road,,unknown,1.3811200505816124,988
549,2255,road,,unknown,44.76514206815293,989
2255,549,road,,unknown,44.76514206815293,989
2255,550,road,,unknown,1.3789690252198576,990
550,2255,road,,unknown,1.3789690252198576,990
551,2259,road,,unknown,4.615765505157473,991
2259,551,road,,unknown,4.615765505157473,991
2259,552,road,,unknown,1.3789154804365273,992
552,2259,road,,unknown,1.3789154804365273,992
553,2263,road,,unknown,8.741289113942617,993
2263,553,road,,unknown,8.741289113942617,993
2263,303,road,,unknown,1.375880725925464,994
303,2263,road,,unknown,1.375880725925464,994
555,2267,road,,unknown,5.066327638567301,995
2267,555,road,,unknown,5.066327638567301,995
2267,544,road,,unknown,1.3772698255606421,996
544,2267,road,,unknown,1.3772698255606421,996
557,2271,road,,unknown,4.053170911333882,997
2271,557,road,,unknown,4.053170911333882,997
2271,558,road,,unknown,1.37650667516579,998
558,2271,road,,unknown,1.37650667516579,998
559,2275,road,,unknown,2.276273695488875,999
2275,559,road,,unknown,2.276273695488875,999
2275,71,road,,unknown,1.3768988407245797,1000
71,2275,road,,unknown,1.3768988407245797,1000
561,2279,road,,unknown,1.943537102278404,1001
2279,561,road,,unknown,1.943537102278404,1001
2279,522,road,,unknown,1.37657247399699,1002
522,2279,road,,unknown,1.37657247399699,1002
563,2283,road,,unknown,4.448895926959772,1003
2283,563,road,,unknown,4.448895926959772,1003
2283,548,road,,unknown,1.3768464944886185,1004
548,2283,road,,unknown,1.3768464944886185,1004
565,2287,road,,unknown,2.2921073788462847,1005
2287,565,road,,unknown,2.2921073788462847,1005
2287,233,road,,unknown,1.3779447105380092,1006
233,2287,road,,unknown,1.3779447105380092,1006
567,2291,road,,unknown,0.061388900734996116,1007
2291,567,road,,unknown,0.061388900734996116,1007
2291,681,road,,unknown,1.3169639731021687,1008
681,2291,road,,unknown,1.3169639731021687,1008
569,2295,road,,unknown,0.6469980540155328,1009
2295,569,road,,unknown,0.6469980540155328,1009
2295,235,road,,unknown,0.7311819470635981,1010
235,2295,road,,unknown,0.7311819470635981,1010
571,2299,road,,unknown,2.3381831111092093,1011
2299,571,road,,unknown,2.3381831111092093,1011
2299,550,road,,unknown,1.3774384621515432,1012
550,2299,road,,unknown,1.3774384621515432,1012
573,2303,road,,unknown,4.0593595638768125,1013
2303,573,road,,unknown,4.0593595638768125,1013
2303,574,road,,unknown,1.37770769072953,1014
574,2303,road,,unknown,1.37770769072953,1014
575,2307,road,,unknown,1.8057780284081042,1015
2307,575,road,,unknown,1.8057780284081042,1015
2307,69,road,,unknown,1.3777167888552257,1016
69,2307,road,,unknown,1.3777167888552257,1016
577,2311,road,,unknown,2.7521978490953556,1017
2311,577,road,,unknown,2.7521978490953556,1017
2311,526,road,,unknown,1.3777558631423794,1018
526,2311,road,,unknown,1.3777558631423794,1018
579,2315,road,,unknown,4.437716661249878,1019
2315,579,road,,unknown,4.437716661249878,1019
2315,540,road,,unknown,1.3778328405432314,1020
540,2315,road,,unknown,1.3778328405432314,1020
581,2319,road,,unknown,3.689837530330551,1021
2319,581,road,,unknown,3.689837530330551,1021
2319,709,road,,unknown,1.377674261656403,1022
709,2319,road,,unknown,1.377674261656403,1022
583,2323,road,,unknown,6.0164545096275175,1023
2323,583,road,,unknown,6.0164545096275175,1023
2323,440,road,,unknown,1.3786875299967412,1024
440,2323,road,,unknown,1.3786875299967412,1024
585,2327,road,,unknown,5.781701911245406,1025
2327,585,road,,unknown,5.781701911245406,1025
2327,586,road,,unknown,1.3774116836320982,1026
586,2327,road,,unknown,1.3774116836320982,1026
587,2331,road,,unknown,23.502511563744026,1027
2331,587,road,,unknown,23.502511563744026,1027
2331,582,road,,unknown,1.3781837510611747,1028
582,2331,road,,unknown,1.3781837510611747,1028
589,2335,road,,unknown,6.106012547498405,1029
2335,589,road,,unknown,6.106012547498405,1029
2335,444,road,,unknown,1.3775112065380917,1030
444,2335,road,,unknown,1.3775112065380917,1030
591,2339,road,,unknown,5.634791581714483,1031
2339,591,road,,unknown,5.634791581714483,1031
2339,885,road,,unknown,1.3790707876427393,1032
885,2339,road,,unknown,1.3790707876427393,1032
593,2343,road,,unknown,6.38005178146497,1033
2343,593,road,,unknown,6.38005178146497,1033
2343,426,road,,unknown,1.3788194723714153,1034
426,2343,road,,unknown,1.3788194723714153,1034
595,2347,road,,unknown,6.262094986966327,1035
2347,595,road,,unknown,6.262094986966327,1035
2347,598,road,,unknown,1.3782787712555225,1036
598,2347,road,,unknown,1.3782787712555225,1036
597,2351,road,,unknown,23.023366406895462,1037
2351,597,road,,unknown,23.023366406895462,1037
2351,592,road,,unknown,1.380039313212394,1038
592,2351,road,,unknown,1.380039313212394,1038
599,2355,road,,unknown,23.022251687389375,1039
2355,599,road,,unknown,23.022251687389375,1039
2355,600,road,,unknown,1.380311767245673,1040
600,2355,road,,unknown,1.380311767245673,1040
601,2359,road,,unknown,7.07529619538838,1041
2359,601,road,,unknown,7.07529619538838,1041
2359,414,road,,unknown,1.3789215127018863,1042
414,2359,road,,unknown,1.3789215127018863,1042
603,2363,road,,unknown,6.899115031257175,1043
2363,603,road,,unknown,6.899115031257175,1043
2363,596,road,,unknown,1.3773827623308281,1044
596,2363,road,,unknown,1.3773827623308281,1044
605,2370,road,,unknown,115.59054228375922,1045
2370,605,road,,unknown,115.59054228375922,1045
607,2372,road,,unknown,23.80086992272908,1046
2372,607,road,,unknown,23.80086992272908,1046
2372,588,road,,unknown,1.3775829561263992,1047
588,2372,road,,unknown,1.3775829561263992,1047
609,2376,road,,unknown,166.51861882875642,1048
2376,609,road,,unknown,166.51861882875642,1048
2376,448,road,,unknown,1.3799817823137701,1049
448,2376,road,,unknown,1.3799817823137701,1049
611,2380,road,,unknown,9.069411872979797,1050
2380,611,road,,unknown,9.069411872979797,1050
2380,612,road,,unknown,1.3799917899269611,1051
612,2380,road,,unknown,1.3799917899269611,1051
613,2384,road,,unknown,163.08665269309873,1052
2384,613,road,,unknown,163.08665269309873,1052
2384,416,road,,unknown,1.3778485808944845,1053
416,2384,road,,unknown,1.3778485808944845,1053
615,2388,road,,unknown,15.99103000446542,1054
2388,615,road,,unknown,15.99103000446542,1054
2388,616,road,,unknown,1.3805229357221187,1055
616,2388,road,,unknown,1.3805229357221187,1055
617,2392,road,,unknown,23.21094626340303,1056
2392,617,road,,unknown,23.21094626340303,1056
2392,420,road,,unknown,1.380568318361579,1057
420,2392,road,,unknown,1.380568318361579,1057
619,2396,road,,unknown,44.39721595280559,1058
2396,619,road,,unknown,44.39721595280559,1058
2396,620,road,,unknown,1.3787189292204796,1059
620,2396,road,,unknown,1.3787189292204796,1059
621,2400,road,,unknown,23.37085947067161,1060
2400,621,road,,unknown,23.37085947067161,1060
2401,2403,road,,unknown,41.81011931861237,1061
2403,2401,road,,unknown,41.81011931861237,1061
2403,546,road,,unknown,1.3769898888854866,1062
546,2403,road,,unknown,1.3769898888854866,1062
623,2407,road,,unknown,24.667740177367126,1063
2407,623,road,,unknown,24.667740177367126,1063
2407,524,road,,unknown,1.3790347209008047,1064
524,2407,road,,unknown,1.3790347209008047,1064
625,2411,road,,unknown,24.480919804235185,1065
2411,625,road,,unknown,24.480919804235185,1065
2411,520,road,,unknown,1.3795764897229057,1066
520,2411,road,,unknown,1.3795764897229057,1066
627,2419,road,,unknown,50.70752108445524,1067
2419,627,road,,unknown,50.70752108445524,1067
2419,628,road,,unknown,1.3747934437302787,1068
628,2419,road,,unknown,1.3747934437302787,1068
629,2423,road,,unknown,1.093445230951488,1069
2423,629,road,,unknown,1.093445230951488,1069
2423,239,road,,unknown,1.378923521545287,1070
239,2423,road,,unknown,1.378923521545287,1070
631,2427,road,,unknown,60.50235135817821,1071
2427,631,road,,unknown,60.50235135817821,1071
2427,67,road,,unknown,1.3721224299403323,1072
67,2427,road,,unknown,1.3721224299403323,1072
633,2431,road,,unknown,29.789949170290743,1073
2431,633,road,,unknown,29.789949170290743,1073
2431,309,road,,unknown,1.3781279892436678,1074
309,2431,road,,unknown,1.3781279892436678,1074
635,2436,road,,unknown,71.70279884966777,1075
2436,635,road,,unknown,71.70279884966777,1075
2436,165,road,,unknown,1.377141270188638,1076
165,2436,road,,unknown,1.377141270188638,1076
637,2440,road,,unknown,36.89030082832691,1077
2440,637,road,,unknown,36.89030082832691,1077
2440,165,road,,unknown,1.3720747454805573,1078
165,2440,road,,unknown,1.3720747454805573,1078
639,2444,road,,unknown,3.886189852159385,1079
2444,639,road,,unknown,3.886189852159385,1079
2444,640,road,,unknown,1.3747655906348208,1080
640,2444,road,,unknown,1.3747655906348208,1080
641,2448,road,,unknown,46.163325028680035,1081
2448,641,road,,unknown,46.163325028680035,1081
2448,642,road,,unknown,1.3746878215290546,1082
642,2448,road,,unknown,1.3746878215290546,1082
643,2452,road,,unknown,3.4651915728347227,1083
2452,643,road,,unknown,3.4651915728347227,1083
2452,319,road,,unknown,1.3747642474134663,1084
319,2452,road,,unknown,1.3747642474134663,1084
645,2456,road,,unknown,18.649417708008876,1085
2456,645,road,,unknown,18.649417708008876,1085
2456,313,road,,unknown,1.3731144131558675,1086
313,2456,road,,unknown,1.3731144131558675,1086
647,2462,road,,unknown,62.76203215551482,1087
2462,647,road,,unknown,62.76203215551482,1087
2462,648,road,,unknown,1.3792611783663649,1088
648,2462,road,,unknown,1.3792611783663649,1088
649,2466,road,,unknown,1.0739144896414088,1089
2466,649,road,,unknown,1.0739144896414088,1089
2466,873,road,,unknown,1.3776910091347734,1090
873,2466,road,,unknown,1.3776910091347734,1090
654,2470,road,,unknown,136.30514051010434,1091
2470,654,road,,unknown,136.30514051010434,1091
2470,646,road,,unknown,1.3789665845008745,1092
646,2470,road,,unknown,1.3789665845008745,1092
656,2479,road,,unknown,63.63321114983097,1093
2479,656,road,,unknown,63.63321114983097,1093
2479,648,road,,unknown,1.3765921698113623,1094
648,2479,road,,unknown,1.3765921698113623,1094
658,2484,road,,unknown,21.484475022054646,1095
2484,658,road,,unknown,21.484475022054646,1095
2484,1921,road,,unknown,1.3754255054174,1096
1921,2484,road,,unknown,1.3754255054174,1096
660,2490,road,,unknown,13.41516715210794,1097
2490,660,road,,unknown,13.41516715210794,1097
662,2492,road,,unknown,52.51016282582177,1098
2492,662,road,,unknown,52.51016282582177,1098
2492,663,road,,unknown,1.3778311368913863,1099
663,2492,road,,unknown,1.3778311368913863,1099
664,2496,road,,unknown,23.610765556376542,1100
2496,664,road,,unknown,23.610765556376542,1100
2496,73,road,,unknown,1.3778123452587014,1101
73,2496,road,,unknown,1.3778123452587014,1101
666,2500,road,,unknown,10.335456042798658,1102
2500,666,road,,unknown,10.335456042798658,1102
2500,667,road,,unknown,1.3746433809016598,1103
667,2500,road,,unknown,1.3746433809016598,1103
668,2520,road,,unknown,143.00055750518928,1104
2520,668,road,,unknown,143.00055750518928,1104
670,2523,road,,unknown,22.8542451648741,1105
2523,670,road,,unknown,22.8542451648741,1105
672,2525,road,,unknown,51.558155565522874,1106
2525,672,road,,unknown,51.558155565522874,1106
2525,644,road,,unknown,1.3720401153887491,1107
644,2525,road,,unknown,1.3720401153887491,1107
674,2530,road,,unknown,48.01720599403971,1108
2530,674,road,,unknown,48.01720599403971,1108
2530,628,road,,unknown,1.3722440753047354,1109
628,2530,road,,unknown,1.3722440753047354,1109
676,2543,road,,unknown,283.2565026041905,1110
2543,676,road,,unknown,283.2565026041905,1110
2543,376,road,,unknown,1.3805223338421169,1111
376,2543,road,,unknown,1.3805223338421169,1111
678,2547,road,,unknown,4.596480905499572,1112
2547,678,road,,unknown,4.596480905499572,1112
2547,568,road,,unknown,1.38136028377052,1113
568,2547,road,,unknown,1.38136028377052,1113
680,2551,road,,unknown,44.80114162958113,1114
2551,680,road,,unknown,44.80114162958113,1114
2551,681,road,,unknown,1.3777657989858654,1115
681,2551,road,,unknown,1.3777657989858654,1115
682,2556,road,,unknown,44.21427338607113,1116
2556,682,road,,unknown,44.21427338607113,1116
684,2559,road,,unknown,19.848159265478298,1117
2559,684,road,,unknown,19.848159265478298,1117
2559,398,road,,unknown,1.376822701091169,1118
398,2559,road,,unknown,1.376822701091169,1118
686,2567,road,,unknown,43.333785207259226,1119
2567,686,road,,unknown,43.333785207259226,1119
2567,428,road,,unknown,1.3739684266913272,1120
428,2567,road,,unknown,1.3739684266913272,1120
688,2572,road,,unknown,79.7018688067766,1121
2572,688,road,,unknown,79.7018688067766,1121
2572,689,road,,unknown,1.3723637118044736,1122
689,2572,road,,unknown,1.3723637118044736,1122
690,2579,road,,unknown,43.79111327614026,1123
2579,690,road,,unknown,43.79111327614026,1123
2579,797,road,,unknown,1.3724155717654825,1124
797,2579,road,,unknown,1.3724155717654825,1124
692,2583,road,,unknown,51.2544887409294,1125
2583,692,road,,unknown,51.2544887409294,1125
2583,797,road,,unknown,1.3724163549911275,1126
797,2583,road,,unknown,1.3724163549911275,1126
694,2587,road,,unknown,21.58455628198729,1127
2587,694,road,,unknown,21.58455628198729,1127
2587,203,road,,unknown,1.3796235503655578,1128
203,2587,road,,unknown,1.3796235503655578,1128
696,2591,road,,unknown,5.781191368849396,1129
2591,696,road,,unknown,5.781191368849396,1129
2591,2593,road,,unknown,1.3784233860262713,1130
2593,2591,road,,unknown,1.3784233860262713,1130
698,2595,road,,unknown,5.9693585834916965,1131
2595,698,road,,unknown,5.9693585834916965,1131
2595,2597,road,,unknown,1.3809247601316073,1132
2597,2595,road,,unknown,1.3809247601316073,1132
700,2599,road,,unknown,21.031228053585217,1133
2599,700,road,,unknown,21.031228053585217,1133
2599,532,road,,unknown,1.3814295928200406,1134
532,2599,road,,unknown,1.3814295928200406,1134
702,2603,road,,unknown,2.7016125871972543,1135
2603,702,road,,unknown,2.7016125871972543,1135
2603,257,road,,unknown,1.3737556955862886,1136
257,2603,road,,unknown,1.3737556955862886,1136
704,2609,road,,unknown,52.134789325330026,1137
2609,704,road,,unknown,52.134789325330026,1137
2609,705,road,,unknown,1.3725694082782995,1138
705,2609,road,,unknown,1.3725694082782995,1138
706,2621,road,,unknown,155.0539448954972,1139
2621,706,road,,unknown,155.0539448954972,1139
2621,382,road,,unknown,1.3785288871295134,1140
382,2621,road,,unknown,1.3785288871295134,1140
708,2627,road,,unknown,104.29567229001684,1141
2627,708,road,,unknown,104.29567229001684,1141
2627,709,road,,unknown,1.3755758016622883,1142
709,2627,road,,unknown,1.3755758016622883,1142
710,2631,road,,unknown,21.18113153047881,1143
2631,710,road,,unknown,21.18113153047881,1143
2631,534,road,,unknown,1.3754790809564363,1144
534,2631,road,,unknown,1.3754790809564363,1144
712,2635,road,,unknown,16.464176194988745,1145
2635,712,road,,unknown,16.464176194988745,1145
2635,195,road,,unknown,1.3793606173672435,1146
195,2635,road,,unknown,1.3793606173672435,1146
714,2639,road,,unknown,1.8795214341888185,1147
2639,714,road,,unknown,1.8795214341888185,1147
2639,554,road,,unknown,1.3734498769959598,1148
554,2639,road,,unknown,1.3734498769959598,1148
716,2646,road,,unknown,56.74916491787827,1149
2646,716,road,,unknown,56.74916491787827,1149
718,2655,road,,unknown,142.9588940748996,1150
2655,718,road,,unknown,142.9588940748996,1150
2655,295,road,,unknown,1.3741535059200585,1151
295,2655,road,,unknown,1.3741535059200585,1151
720,2659,road,,unknown,50.01149333487301,1152
2659,720,road,,unknown,50.01149333487301,1152
2659,263,road,,unknown,1.372006637235052,1153
263,2659,road,,unknown,1.372006637235052,1153
722,2663,road,,unknown,46.67683527912486,1154
2663,722,road,,unknown,46.67683527912486,1154
2663,689,road,,unknown,1.3715966493110363,1155
689,2663,road,,unknown,1.3715966493110363,1155
2666,2668,road,,unknown,11.505807462974435,1156
2668,2666,road,,unknown,11.505807462974435,1156
2668,723,road,,unknown,1.3797000070299559,1157
723,2668,road,,unknown,1.3797000070299559,1157
724,2672,road,,unknown,38.791123829130356,1158
2672,724,road,,unknown,38.791123829130356,1158
2672,508,road,,unknown,1.3796363392684825,1159
508,2672,road,,unknown,1.3796363392684825,1159
726,2676,road,,unknown,16.969439546667893,1160
2676,726,road,,unknown,16.969439546667893,1160
2676,91,road,,unknown,1.3796229096322592,1161
91,2676,road,,unknown,1.3796229096322592,1161
728,2681,road,,unknown,184.19200682364885,1162
2681,728,road,,unknown,184.19200682364885,1162
2681,729,road,,unknown,1.3793829955401382,1163
729,2681,road,,unknown,1.3793829955401382,1163
730,2685,road,,unknown,0.6660486242211977,1164
2685,730,road,,unknown,0.6660486242211977,1164
2685,301,road,,unknown,1.3790654514831855,1165
301,2685,road,,unknown,1.3790654514831855,1165
732,2692,road,,unknown,14.898693743051494,1166
2692,732,road,,unknown,14.898693743051494,1166
2692,843,road,,unknown,1.3727973952873793,1167
843,2692,road,,unknown,1.3727973952873793,1167
734,2696,road,,unknown,3.4042232163121526,1168
2696,734,road,,unknown,3.4042232163121526,1168
2696,25,road,,unknown,1.376489002534527,1169
25,2696,road,,unknown,1.376489002534527,1169
736,2700,road,,unknown,7.6471099539837235,1170
2700,736,road,,unknown,7.6471099539837235,1170
2700,17,road,,unknown,1.3735957483540122,1171
17,2700,road,,unknown,1.3735957483540122,1171
738,2704,road,,unknown,6.620347040084418,1172
2704,738,road,,unknown,6.620347040084418,1172
2704,299,road,,unknown,1.37408578600244,1173
299,2704,road,,unknown,1.37408578600244,1173
740,2708,road,,unknown,9.85349045705709,1174
2708,740,road,,unknown,9.85349045705709,1174
2708,243,road,,unknown,1.373903452381291,1175
243,2708,road,,unknown,1.373903452381291,1175
742,2712,road,,unknown,23.873572855336427,1176
2712,742,road,,unknown,23.873572855336427,1176
2712,739,road,,unknown,1.3782732511599622,1177
739,2712,road,,unknown,1.3782732511599622,1177
744,2717,road,,unknown,15.214466292392634,1178
2717,744,road,,unknown,15.214466292392634,1178
2717,370,road,,unknown,1.376814969964313,1179
370,2717,road,,unknown,1.376814969964313,1179
746,2721,road,,unknown,200.27352331051995,1180
2721,746,road,,unknown,200.27352331051995,1180
2721,741,road,,unknown,1.380401907754792,1181
741,2721,road,,unknown,1.380401907754792,1181
748,2727,road,,unknown,160.5577544358678,1182
2727,748,road,,unknown,160.5577544358678,1182
2727,743,road,,unknown,1.3783646880197447,1183
743,2727,road,,unknown,1.3783646880197447,1183
750,2732,road,,unknown,139.31762930631828,1184
2732,750,road,,unknown,139.31762930631828,1184
2732,466,road,,unknown,1.37909862768053,1185
466,2732,road,,unknown,1.37909862768053,1185
752,2736,road,,unknown,9.21360332245724,1186
2736,752,road,,unknown,9.21360332245724,1186
2736,113,road,,unknown,1.3805193895101247,1187
113,2736,road,,unknown,1.3805193895101247,1187
754,2741,road,,unknown,35.42332767203799,1188
2741,754,road,,unknown,35.42332767203799,1188
2741,755,road,,unknown,1.3782487482438857,1189
755,2741,road,,unknown,1.3782487482438857,1189
756,2745,road,,unknown,10.099548502925943,1190
2745,756,road,,unknown,10.099548502925943,1190
2745,757,road,,unknown,1.3783632754216675,1191
757,2745,road,,unknown,1.3783632754216675,1191
758,2749,road,,unknown,8.56321462216309,1192
2749,758,road,,unknown,8.56321462216309,1192
2749,759,road,,unknown,1.3774279463903334,1193
759,2749,road,,unknown,1.3774279463903334,1193
760,2754,road,,unknown,43.756226104369524,1194
2754,760,road,,unknown,43.756226104369524,1194
2754,516,road,,unknown,1.3755870775427208,1195
516,2754,road,,unknown,1.3755870775427208,1195
762,2758,road,,unknown,11.113697355506176,1196
2758,762,road,,unknown,11.113697355506176,1196
2758,763,road,,unknown,1.378860591132763,1197
763,2758,road,,unknown,1.378860591132763,1197
764,2763,road,,unknown,23.192201728797905,1198
2763,764,road,,unknown,23.192201728797905,1198
2763,765,road,,unknown,1.3769713641470496,1199
765,2763,road,,unknown,1.3769713641470496,1199
766,2767,road,,unknown,8.289410216840817,1200
2767,766,road,,unknown,8.289410216840817,1200
2767,1130,road,,unknown,1.3766910101509942,1201
1130,2767,road,,unknown,1.3766910101509942,1201
768,2771,road,,unknown,4.12897489484,1202
2771,768,road,,unknown,4.12897489484,1202
2771,763,road,,unknown,1.3738056531174976,1203
763,2771,road,,unknown,1.3738056531174976,1203
770,2779,road,,unknown,49.9496870396245,1204
2779,770,road,,unknown,49.9496870396245,1204
2779,77,road,,unknown,1.3726633331890246,1205
77,2779,road,,unknown,1.3726633331890246,1205
772,2789,road,,unknown,27.71207951715649,1206
2789,772,road,,unknown,27.71207951715649,1206
2789,765,road,,unknown,1.3755314044926168,1207
765,2789,road,,unknown,1.3755314044926168,1207
774,2804,road,,unknown,108.22261007501712,1208
2804,774,road,,unknown,108.22261007501712,1208
2804,271,road,,unknown,1.3740020463688947,1209
271,2804,road,,unknown,1.3740020463688947,1209
2807,2809,road,,unknown,53.85754734690391,1210
2809,2807,road,,unknown,53.85754734690391,1210
2809,775,road,,unknown,1.3799346954880638,1211
775,2809,road,,unknown,1.3799346954880638,1211
776,2813,road,,unknown,13.247394763270435,1212
2813,776,road,,unknown,13.247394763270435,1212
2813,2815,road,,unknown,1.3799077594553897,1213
2815,2813,road,,unknown,1.3799077594553897,1213
778,2822,road,,unknown,141.34083838023832,1214
2822,778,road,,unknown,141.34083838023832,1214
2822,779,road,,unknown,1.3795316533497923,1215
779,2822,road,,unknown,1.3795316533497923,1215
780,2826,road,,unknown,2.762598613675908,1216
2826,780,road,,unknown,2.762598613675908,1216
2826,2828,road,,unknown,1.3795569228024145,1217
2828,2826,road,,unknown,1.3795569228024145,1217
782,2833,road,,unknown,27.238509633131518,1218
2833,782,road,,unknown,27.238509633131518,1218
2833,779,road,,unknown,1.3737757831270003,1219
779,2833,road,,unknown,1.3737757831270003,1219
784,2838,road,,unknown,9.972851565478729,1220
2838,784,road,,unknown,9.972851565478729,1220
2838,2840,road,,unknown,1.3751594172958685,1221
2840,2838,road,,unknown,1.3751594172958685,1221
2841,2844,road,,unknown,54.487457784492854,1222
2844,2841,road,,unknown,54.487457784492854,1222
2844,173,road,,unknown,1.3715941392214632,1223
173,2844,road,,unknown,1.3715941392214632,1223
2847,2851,road,,unknown,81.80568160263616,1224
2851,2847,road,,unknown,81.80568160263616,1224
2851,175,road,,unknown,1.3772407876096993,1225
175,2851,road,,unknown,1.3772407876096993,1225
786,2859,road,,unknown,32.03386914656182,1226
2859,786,road,,unknown,32.03386914656182,1226
2859,2861,road,,unknown,1.377909335193877,1227
2861,2859,road,,unknown,1.377909335193877,1227
788,2870,road,,unknown,38.9319086285104,1228
2870,788,road,,unknown,38.9319086285104,1228
2870,2872,road,,unknown,1.3780416104089985,1229
2872,2870,road,,unknown,1.3780416104089985,1229
790,2874,road,,unknown,40.68601667220802,1230
2874,790,road,,unknown,40.68601667220802,1230
2874,741,road,,unknown,1.377029816705148,1231
741,2874,road,,unknown,1.377029816705148,1231
792,2878,road,,unknown,17.550294263537353,1232
2878,792,road,,unknown,17.550294263537353,1232
2878,394,road,,unknown,1.3771676257136276,1233
394,2878,road,,unknown,1.3771676257136276,1233
794,2882,road,,unknown,9.269722358247419,1234
2882,794,road,,unknown,9.269722358247419,1234
2882,795,road,,unknown,1.3808855180479078,1235
795,2882,road,,unknown,1.3808855180479078,1235
796,2886,road,,unknown,112.02144162271988,1236
2886,796,road,,unknown,112.02144162271988,1236
2886,2083,road,,unknown,1.3809062280068085,1237
2083,2886,road,,unknown,1.3809062280068085,1237
798,2890,road,,unknown,11.121201864147759,1238
2890,798,road,,unknown,11.121201864147759,1238
2890,721,road,,unknown,1.3762941550763883,1239
721,2890,road,,unknown,1.3762941550763883,1239
800,2894,road,,unknown,5.68662856307166,1240
2894,800,road,,unknown,5.68662856307166,1240
2894,241,road,,unknown,1.3763893493304435,1241
241,2894,road,,unknown,1.3763893493304435,1241
802,2898,road,,unknown,17.426041494019042,1242
2898,802,road,,unknown,17.426041494019042,1242
804,2900,road,,unknown,18.967659705785714,1243
2900,804,road,,unknown,18.967659705785714,1243
806,2902,road,,unknown,35.434223947357154,1244
2902,806,road,,unknown,35.434223947357154,1244
2902,665,road,,unknown,1.3768957206438586,1245
